Situação Pós-Pleito;Nome Completo;Nome Urna;Cargo;Número;Partido;Situação;Coligação
Concorrendo;PABLO AGUIAR TAVARES DE PAULA GOMES;DELEGADO PABLO AGUIAR;Deputado Distrital;14190;PTB;Aguardando julgamento;PTB
Concorrendo;RODRIGO GERMANO DELMASSO MARTINS;DELMASSO;Deputado Distrital;10456;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;ALDENIR ALVES DE SOUSA;DENILSON DO GAS;Deputado Distrital;14122;PTB;Aguardando julgamento;PTB
Concorrendo;MARCO ANTONIO ELIAS DE ALMEIDA;DEPUTADO MÃE;Deputado Distrital;45456;PSDB;Aguardando julgamento;TODOS PELO DF
Concorrendo;ANDERSON MARQUES DE SOUZA;DERSON RACING;Deputado Distrital;10250;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;DEUSINELIA ANICIO ALCANTARA NASCIMENTO;DETE;Deputado Distrital;90222;PROS;Aguardando julgamento;PROS
Concorrendo;DEUSNENE LOURENÇO DE LIMA;DEUNENE PIERRE;Deputado Distrital;22227;PR;Aguardando julgamento;PR
Concorrendo;DEUSA SENE CAPUCHINHO;DEUSA CAPUCHINHO;Deputado Distrital;19018;PODE;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;DEUSDETE SOARES BENEVIDES;DEUSDETE;Deputado Distrital;54444;PPL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;MARIA DE DEUS COELHO ROCHA FARIA;DEUSINHA 13.111;Deputado Distrital;13111;PT;Aguardando julgamento;PT
Concorrendo;JOÃO HELIO CARDOSO;DI CARDOSO;Deputado Distrital;33777;PMN;Aguardando julgamento;mobilizar pra mudar
Concorrendo;DIEGO RAFAEL BARBOZA AMORIM;DIEGO AMORIM;Deputado Distrital;23423;PPS;Aguardando julgamento;PPS
Concorrendo;DIEGO LUIZ DE SOUSA ARRUDA;DIEGO ARRUDA;Deputado Distrital;45555;PSDB;Aguardando julgamento;TODOS PELO DF
Concorrendo;DILMANOEL DE ARAUJO SOARES;DIL(DILMANOEL);Deputado Distrital;12777;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;DILSON FRANCISCO ROSA;DILSON ROSA;Deputado Distrital;19400;PODE;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;DIONES AMORIM DE ALMEIDA;DIONES ALMEIDA;Deputado Distrital;15133;MDB;Aguardando julgamento;MDB
Concorrendo;DIRSOMAR FERREIRA CHAVES;DIRSOMAR;Deputado Distrital;55333;PSD;Renúncia;UNIDOS PELO DF 2
Concorrendo;DIVINA SILVA DE OLIVEIRA;DIVINA SILVA;Deputado Distrital;15220;MDB;Aguardando julgamento;MDB
Concorrendo;DIVINO AMARO DA SILVA;DIVINO DOS PANFLETOS;Deputado Distrital;20373;PSC;Aguardando julgamento;PSC
Concorrendo;VALDEMAR SILVA DE SOUSA;DJAVAN;Deputado Distrital;25200;DEM;Aguardando julgamento;TODOS PELO DF
Concorrendo;JEFFERSON DA SILVA ALVES;DJ JAMAIKA;Deputado Distrital;36061;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;MARIA DASDORIA DE FREITAS;DORINHA DO MAS;Deputado Distrital;31501;PHS;Aguardando julgamento;PHS
Concorrendo;BRUNO LOPES DORNELAS;DORNELLAS;Deputado Distrital;11061;PP;Aguardando julgamento;PP
Concorrendo;ADRIANA PEDERNEIRAS REBELO DA SILVA;DRA. ADRIANA PEDERNEIRAS;Deputado Distrital;10333;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;ERIDAN STEFANELLI DE OLIVEIRA;DRA. ERIDAN STEFANELLI;Deputado Distrital;43061;PV;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;JANE KLEBIA DO NASCIMENTO SILVA REIS;DRA. JANE;Deputado Distrital;70222;AVANTE;Deferido;AVANTE
Concorrendo;JOSEFINA SERRA DOS SANTOS;DRA. JÔ;Deputado Distrital;12036;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;ANTONIO MONTEIRO DOS SANTOS;DR. ANTONIO MONTEIRO;Deputado Distrital;45444;PSDB;Aguardando julgamento;TODOS PELO DF
Concorrendo;MARIA QUITÉRIA CORDEIRO DOS SANTOS;DRA. QUITÉRIA;Deputado Distrital;15006;MDB;Aguardando julgamento;MDB
Concorrendo;ROMILDA CONRADO SOARES;DRA. ROMILDA;Deputado Distrital;51312;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;CARLOS ALBERTO ARAUJO DE SOUZA;DR. CARLOS;Deputado Distrital;70333;AVANTE;Aguardando julgamento;AVANTE
Concorrendo;DIEGO SILVA WANDERLEY;DR. DIEGO WANDERLEY;Deputado Distrital;30600;NOVO;Aguardando julgamento;NOVO
Concorrendo;EDUARDO ALVES MOREIRA;DR. EDUARDO MOREIRA;Deputado Distrital;35888;PMB;Aguardando julgamento;RENOVA DF
Concorrendo;MARCOS GUTEMBERG FIALHO DA COSTA;DR GUTEMBERG;Deputado Distrital;22022;PR;Aguardando julgamento;PR
Concorrendo;JAIR AMARAL DA SILVA;DR. JAIR;Deputado Distrital;15800;MDB;Aguardando julgamento;MDB
Concorrendo;JOAO PAULO SOARES EVANGELISTA;"DR. JOAO PAULO ";Deputado Distrital;20567;PSC;Aguardando julgamento;PSC
Concorrendo;JORGE LUIZ PEREIRA DE ARAÚJO MARIANO;DR. JORGE ARAÚJO;Deputado Distrital;77123;SOLIDARIEDADE;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;MESSIAS FROES DA SILVA;DR. MESSIAS FROES;Deputado Distrital;31719;PHS;Aguardando julgamento;PHS
Concorrendo;SEVERINO MARCELINO DE MORAES;DR. MORAES;Deputado Distrital;31131;PHS;Aguardando julgamento;PHS
Concorrendo;FRANCISCO JOSE NUNES;DR PROF CABO J NUNES;Deputado Distrital;22193;PR;Aguardando julgamento;PR
Concorrendo;ROBERTO BATISTA DE LUCENA;DR. ROBERTO LUCENA;Deputado Distrital;70270;AVANTE;Deferido;AVANTE
Concorrendo;SANTIAGO DA SILVA FRANÇA;DR. SANTIAGO;Deputado Distrital;13122;PT;Aguardando julgamento;PT
Concorrendo;SAULO SALMEM CAD;DR SAULO;Deputado Distrital;17222;PSL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;ULYSSES JOSE GUEDES GOMES;DR ULYSSES;Deputado Distrital;11212;PP;Aguardando julgamento;PP
Concorrendo;MARIA RITA ALVES DE SOUZA;DRª MARIA RITA;Deputado Distrital;30321;NOVO;Aguardando julgamento;NOVO
Concorrendo;MARIA EDUARDA SILVA SOUSA;DUDA MARIA;Deputado Distrital;35123;PMB;Renúncia;RENOVA DF
Concorrendo;DULCE HELEN LIM;DULCE LIM;Deputado Distrital;28008;PRTB;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;DYENE SILVA;DYENE SILVA;Deputado Distrital;18111;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;GERALDO DANTAS NOBRE;DY NOBRE DOS OFICINEIROS;Deputado Distrital;15326;MDB;Aguardando julgamento;MDB
Concorrendo;DANIEL TARCISIO DOS SANTOS;É DANIEL E PRONTO;Deputado Distrital;23512;PPS;Aguardando julgamento;PPS
Concorrendo;EDENUDES DE CASSIA SOARES DA CUNHA;EDENUDES DE CASSIA;Deputado Distrital;20747;PSC;Aguardando julgamento;PSC
Concorrendo;EDILSON ALVES DOS SANTOS;EDILSON;Deputado Distrital;22140;PR;Aguardando julgamento;PR
Concorrendo;EDIVALDO DOS SANTOS ALBUQUERQUE JUNIOR;"EDIVALDO ALBUQUERQUE ";Deputado Distrital;15826;MDB;Aguardando julgamento;MDB
Concorrendo;EDLEUZA DE SOUSA MACHADO PAIVA;EDLEUZA PAIVA;Deputado Distrital;11389;PP;Aguardando julgamento;PP
Concorrendo;EDNA MARIA SAMPAIO;EDNA ÁVILA;Deputado Distrital;40004;PSB;Aguardando julgamento;PSB
Concorrendo;EDSON DA SILVA;EDSON;Deputado Distrital;16161;PSTU;Aguardando julgamento;PSTU
Concorrendo;EDSON DAGOBERTO RABELLO DA SILVA;EDSON RABELLO;Deputado Distrital;14110;PTB;Aguardando julgamento;PTB
Concorrendo;EDSON BATISTA LOPES;EDSON SOL NASCENTE;Deputado Distrital;15555;MDB;Aguardando julgamento;MDB
Concorrendo;EDUARDO COELHO DA COSTA PACHECO;EDUARDO COELHO;Deputado Distrital;51051;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;EDUARDO CHAVES FAVARO;EDUARDO FAVARO;Deputado Distrital;55678;PSD;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;EDUARDO BENTES DE SOUZA LEAL;EDUARDO LEAL;Deputado Distrital;77000;SOLIDARIEDADE;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;EDUARDO MITSUO YODA;EDUARDO MITSUO YODA;Deputado Distrital;30555;NOVO;Aguardando julgamento;NOVO
Concorrendo;EDUARDO WEYNE PEDROSA;EDUARDO PEDROSA;Deputado Distrital;36000;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;CARLOS EDUARDO ANTUNES TORRES;EDUARDO TORRES;Deputado Distrital;44000;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;EDUARDO VON SOHSTEN CHAGAS;EDUARDO VON;Deputado Distrital;20002;PSC;Aguardando julgamento;PSC
Concorrendo;CARLOS HENRIQUE MOTA DE MORAES;EDUCADOR CARLOS;Deputado Distrital;50321;PSOL;Aguardando julgamento;ELAS POR NÓS: SEM MEDO DE MUDAR O DF
Concorrendo;ELAYNE TIAGO DE QUEIROZ;ELAYNE TIAGO;Deputado Distrital;45221;PSDB;Aguardando julgamento;TODOS PELO DF
Concorrendo;ELEM SIMONE ANDRADE DOS SANTOS;ELEM SIMONE;Deputado Distrital;50702;PSOL;Aguardando julgamento;ELAS POR NÓS: SEM MEDO DE MUDAR O DF
Concorrendo;ELIANA FERREIRA EMERICK;ELIANA EMERICK;Deputado Distrital;22555;PR;Aguardando julgamento;PR
Concorrendo;ELIANE PEREIRA ARCENIO;ELIANE ARCENIO;Deputado Distrital;11711;PP;Aguardando julgamento;PP
Concorrendo;ELICEUDA SILVA DE FRANÇA;ELICEUDA;Deputado Distrital;13913;PT;Aguardando julgamento;PT
Concorrendo;FRANCISCA ELICLEUDA PEREIRA DA SILVA DO COUTO;ELICLEUDA;Deputado Distrital;14133;PTB;Aguardando julgamento;PTB
Concorrendo;ELIEL DE SOUSA MENDES;ELIEL MENDES;Deputado Distrital;90193;PROS;Aguardando julgamento;PROS
Concorrendo;ELINE TEIXEIRA LEMOS;ELINE LEMOS;Deputado Distrital;12222;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;ELISANGELA DE ALMEIDA CANDEIAS SOARES BARBOSA;ELIS;Deputado Distrital;19001;PODE;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;ELISAFÁ TERTO DE AMORIM;ELISAFÁ AMORIM;Deputado Distrital;28014;PRTB;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;ELIZABETE DO RÊGO NASCIMENTO DA COSTA;ELIZABETE DO RÊGO;Deputado Distrital;15999;MDB;Aguardando julgamento;MDB
Concorrendo;ELIZABETE MOREIRA DE QUEIROZ;ELIZABETE QUEIROZ;Deputado Distrital;14269;PTB;Aguardando julgamento;PTB
Concorrendo;ELVIS SEITI IWANO;ELVIS SEITI;Deputado Distrital;30300;NOVO;Aguardando julgamento;NOVO
Concorrendo;EMERSON PEREIRA DE OLIVEIRA;EMERSON OLIVEIRA;Deputado Distrital;12124;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;EMERSON BENEDITO VIDAL;EMERSON VIDAL;Deputado Distrital;22017;PR;Aguardando julgamento;PR
Concorrendo;EMILSON RIBEIRO NETO;EMILSON RIBEIRO;Deputado Distrital;51555;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;JOSIAS LEITE DE FREITAS JUNIOR;ENFERMEIRO JOSIAS JUNIOR;Deputado Distrital;51717;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;FRANCISCO DAS CHAGAS LIMA RAMOS;ENGENHEIRO FRANCISCO;Deputado Distrital;77001;SOLIDARIEDADE;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;URUBATAN NICODEMOS SIMÕES DE BARROS;ENGENHEIRO URUBATAN;Deputado Distrital;15300;MDB;Aguardando julgamento;MDB
Concorrendo;ENILDE NERES MARTINS;"ENILDE NERES ";Deputado Distrital;18181;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;ENIO MARÇAL PASSOS;ENIO MARÇAL;Deputado Distrital;15901;MDB;Aguardando julgamento;MDB
Concorrendo;EPITÁCIO FARIAS DE BRITTO JÚNIOR;EPITÁCIO JÚNIOR;Deputado Distrital;23300;PPS;Aguardando julgamento;PPS
Concorrendo;ERICH NEGRIS BEZERRA;ERICH;Deputado Distrital;17171;PSL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;ERICKA SIQUEIRA NOGUEIRA FILIPPELLI;ERICKA FILIPPELLI;Deputado Distrital;15151;MDB;Aguardando julgamento;MDB
Concorrendo;ERICO GRASSI CADEMARTORI;ERICO GRASSI;Deputado Distrital;13000;PT;Aguardando julgamento;PT
Concorrendo;ERIKA FURTADO VIEIRA BERBERT;ERIKA BERBERT;Deputado Distrital;30456;NOVO;Aguardando julgamento;NOVO
Concorrendo;ERIVALDO ALVES PEREIRA;ERIVALDO ALVES;Deputado Distrital;54123;PPL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;ERNESTO FERREIRA SOARES;ERNESTO GOLD;Deputado Distrital;14014;PTB;Aguardando julgamento;PTB
Concorrendo;ESTEVÃO CUBAS ROLIM;ESTEVÃO ROLIM;Deputado Distrital;18223;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;EUCLIDES DA SILVA;EUCLIDES FILHO DE PIONEIRO;Deputado Distrital;65777;PC do B;Renúncia;Brasília Justa e de mãos limpas
Concorrendo;FRANCISCO EUQUILDES DE ARAÚJO;EUCLIDES PAPIROS;Deputado Distrital;23122;PPS;Aguardando julgamento;PPS
Concorrendo;EUSA JUSTINIANO DE ASSIS;EUSA DE ASSIS;Deputado Distrital;15777;MDB;Aguardando julgamento;MDB
Concorrendo;EVALDO ARAUJO AMORIM;EVALDO AMORIM;Deputado Distrital;44015;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;FRANCISCO EVANDO XIMENES MENESES;EVANDO MENESES;Deputado Distrital;11112;PP;Aguardando julgamento;PP
Concorrendo;EVANDRO PEREIRA DA SILVA;EVANDRO PEREIRA;Deputado Distrital;10500;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;EXPEDITO CARNEIRO DE MENDONÇA;EXPEDITO MENDONÇA;Deputado Distrital;29029;PCO;Aguardando julgamento;PCO
Concorrendo;EZEQUIAS PEREIRA DA SILVA;EZEQUIAS PEREIRA;Deputado Distrital;20144;PSC;Aguardando julgamento;PSC
Concorrendo;FABIANA LACERDA DE BARROS MARQUES;FABIANA LACERDA;Deputado Distrital;11004;PP;Aguardando julgamento;PP
Concorrendo;FABIANO DE OLIVEIRA LAGO;FABIANO LAGO;Deputado Distrital;22772;PR;Aguardando julgamento;PR
Concorrendo;FÁBIO FERREIRA MARTINS SILVA;FÁBIO ABARKA;Deputado Distrital;18910;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;FÁBIO FELIX SILVEIRA;FÁBIO FELIX;Deputado Distrital;50123;PSOL;Aguardando julgamento;ELAS POR NÓS: SEM MEDO DE MUDAR O DF
Concorrendo;FABIO LINDENBERG SERRA COSTA;FABIO KBÇA;Deputado Distrital;90456;PROS;Aguardando julgamento;PROS
Concorrendo;ERISVALDO FARIAS SIMOES;FALA ERISVALDO;Deputado Distrital;22223;PR;Aguardando julgamento;PR
Concorrendo;FRANCISCO EUDES PINHO FARIAS;FARIAS DO BODE;Deputado Distrital;35666;PMB;Aguardando julgamento;RENOVA DF
Concorrendo;MARIA DE FÁTIMA AZEREDO OLIVEIRA;FÁTIMA AZEREDO;Deputado Distrital;15452;MDB;Aguardando julgamento;MDB
Concorrendo;FATIMA AYAKO TANAKA;FÁTIMA TANAKA;Deputado Distrital;44050;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;MARIA DE FATIMA AMARAL;FATINHA;Deputado Distrital;55100;PSD;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;FERNANDO DA COSTA COELHO;FERNANDO DA COSTA COELHO;Deputado Distrital;20300;PSC;Aguardando julgamento;PSC
Concorrendo;FERNANDO ANTONIO PEREIRA GOMIDE;FERNANDO GOMIDE;Deputado Distrital;23444;PPS;Aguardando julgamento;PPS
Concorrendo;FERNANDO MOURA DOS SANTOS;FERNANDO MOURA;Deputado Distrital;18888;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;FRANCISCO FERNANDO ALVES REIS;FERNANDO REIS;Deputado Distrital;22722;PR;Aguardando julgamento;PR
Concorrendo;FERNANDO MONTEIRO VARGUES;FERNANDO VARGUES;Deputado Distrital;29229;PCO;Aguardando julgamento;PCO
Concorrendo;FERNANDO ANTONIO MIRANDA DE VASCONCELOS;FERNANDO VASCONCELOS;Deputado Distrital;15021;MDB;Aguardando julgamento;MDB
Concorrendo;FILIPE BALBINO DA COSTA LOHMANN;FILIPE BALBINO;Deputado Distrital;31300;PHS;Aguardando julgamento;PHS
Concorrendo;FILIPE DA SILVA COSTA;FILIPE COSTA;Deputado Distrital;14235;PTB;Aguardando julgamento;PTB
Concorrendo;FLAVIA CONCEIÇÃO DOS REIS;FLAVIA REIS;Deputado Distrital;35389;PMB;Aguardando julgamento;RENOVA DF
Concorrendo;ANTONIA FLAVIA LOPES DO NASCIMENTO;FLAVINHA DO POVO;Deputado Distrital;36255;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;FLAVIO JOSÉ BARBOSA DE ALENCASTRO;FLAVIO ALENCASTRO;Deputado Distrital;45678;PSDB;Aguardando julgamento;TODOS PELO DF
Concorrendo;JOSÉ FLÁVIO TEOFILO CARDOSO;FLÁVIO CARDOSO;Deputado Distrital;70488;AVANTE;Deferido;AVANTE
Concorrendo;FLORENCIO GONÇALVES DOS SANTOS;FLORÊNCIO DO QUEIJO;Deputado Distrital;33999;PMN;Aguardando julgamento;mobilizar pra mudar
Concorrendo;FLAUZINA MARTINS DE JESUS;FLORINDA SAMONTES;Deputado Distrital;31010;PHS;Aguardando julgamento;PHS
Concorrendo;ERIVELTO FORLAN DUARTE CAMPOS;FORLANGOV;Deputado Distrital;90999;PROS;Aguardando julgamento;PROS
Concorrendo;MARIA FRANCISCA SOARES DA CORTE;FRANCISCA CÔRTE;Deputado Distrital;12111;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;FRANCISCO DAS CHAGAS DE MEDEIROS;FRANCISCO COKIM;Deputado Distrital;15018;MDB;Aguardando julgamento;MDB
Concorrendo;FRANCISCO COSTA DE SANTANA;FRANCISCO COSTA;Deputado Distrital;14123;PTB;Aguardando julgamento;PTB
Concorrendo;FRANCISCO DE ASSIS DOS SANTOS;FRANCISCO DA M NORTE;Deputado Distrital;13333;PT;Aguardando julgamento;PT
Concorrendo;FRANCISCO ALVES DE OLIVEIRA NETO;FRANCISCO MOLINA;Deputado Distrital;44322;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;LUIZ HENRIQUE FADEL FRAZÃO;FRAZÃO;Deputado Distrital;30888;NOVO;Aguardando julgamento;NOVO
Concorrendo;FREDERICO CRISTIANO GONCALVES MOURAO;FRED;Deputado Distrital;90090;PROS;Aguardando julgamento;PROS
Concorrendo;GABRIELA SOARES DE FREITAS;GABI DA JUVENTUDE;Deputado Distrital;70066;AVANTE;Deferido;AVANTE
Concorrendo;GABRIEL ASSIS DOS SANTOS;GABRIEL ASSIS;Deputado Distrital;51123;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;GABRIEL OLIVEIRA ROCHA;GABRIEL ROCHA;Deputado Distrital;31323;PHS;Aguardando julgamento;PHS
Concorrendo;KELY CRISTINA REGO DOS SANTOS;GALEGA DO PASTEL;Deputado Distrital;14321;PTB;Aguardando julgamento;PTB
Concorrendo;EDILENE FERREIRA SANTOS FERNANDES;GALEGA DO SHOPPING POPULAR;Deputado Distrital;33111;PMN;Aguardando julgamento;mobilizar pra mudar
Concorrendo;JOSE FRANCISCO DA SILVA;GALEGO DA LIMPEZA;Deputado Distrital;14800;PTB;Aguardando julgamento;PTB
Concorrendo;EVANILDO CORREIA GARCIA;GARCIA;Deputado Distrital;14228;PTB;Aguardando julgamento;PTB
Concorrendo;GEISA APARECIDA DA SILVA;GEISA SILVA;Deputado Distrital;17992;PSL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;GENILDO ESTEVES LIMA;GENILDO VIGILANTE;Deputado Distrital;40555;PSB;Aguardando julgamento;PSB
Concorrendo;GEORGE ARTHUR MOTTA DE SOUZA;"GEORGE ARTHUR ";Deputado Distrital;10010;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;GEORGIA SILVINA DE SA QUARTIN DE MATOS;GEORGIA QUARTIN;Deputado Distrital;70700;AVANTE;Deferido;AVANTE
Concorrendo;GERALDO ANTÔNIO DE CASTRO;GERA DE CASTRO;Deputado Distrital;30123;NOVO;Aguardando julgamento;NOVO
Concorrendo;GERALDO FRANCISCO DO NASCIMENTO;GERALDO NASCIMENTO;Deputado Distrital;11333;PP;Aguardando julgamento;PP
Concorrendo;GEUSA SANTANA DA SILVA;GEUSA;Deputado Distrital;30010;NOVO;Aguardando julgamento;NOVO
Concorrendo;GILBERTO ELIAZARIO DE CAMARGOS;GILBERTO CAMARGOS;Deputado Distrital;90111;PROS;Aguardando julgamento;PROS
Concorrendo;GILSON DA GUIA ARAUJO BARBOSA;GILSON ARAUJO;Deputado Distrital;19234;PODE;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;GILVANE DE CASTRO;GILVANE DE CASTRO;Deputado Distrital;15215;MDB;Aguardando julgamento;MDB
Concorrendo;GILVAN NERY DE SOUSA;GILVAN GARÇOM;Deputado Distrital;77111;SOLIDARIEDADE;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;GIORDANA CARNEIRO DO VALE RODRIGUES;GIORDADA DO VALE;Deputado Distrital;23555;PPS;Aguardando julgamento;PPS
Concorrendo;GIOVANI GONCALVES CORRADI;GIOVANI CORRADI;Deputado Distrital;14025;PTB;Aguardando julgamento;PTB
Concorrendo;GIZELE RIBEIRO DOS SANTOS;GIZELE RIBEIRO;Deputado Distrital;14012;PTB;Aguardando julgamento;PTB
Concorrendo;GLAUCIA SIMOES DA SILVA;"GLAUCIA SIMÕES ";Deputado Distrital;11013;PP;Aguardando julgamento;PP
Concorrendo;GLENO ROSSI;GLENO ROSSI;Deputado Distrital;90800;PROS;Aguardando julgamento;PROS
Concorrendo;KLEBSON FRANCISCO DOS SANTOS;GORDINHO DA FARMÁCIA;Deputado Distrital;70147;AVANTE;Deferido;AVANTE
Concorrendo;MARIA DAS GRAÇAS NUNES DE LIMA;GRAÇA NUNES;Deputado Distrital;55595;PSD;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;GUALTER VIEIRA DO NASCIMENTO;GUALTER VIEIRA;Deputado Distrital;51026;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;RICARDO GUANABARA LEAL;GUANABARA;Deputado Distrital;13456;PT;Aguardando julgamento;PT
Concorrendo;JANIO FARIAS MARQUES;GUARDA JANIO;Deputado Distrital;90000;PROS;Aguardando julgamento;PROS
Concorrendo;GUILHERME DA HORA PEREIRA;GUILHERME DA HORA;Deputado Distrital;65065;PC do B;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;CLESIMAR GURGEL DE AMORIM JÚNIOR;GURGEL;Deputado Distrital;33193;PMN;Aguardando julgamento;mobilizar pra mudar
Concorrendo;GUSTAVO BARBOSA SAMPAIO;GUSTAVO LABAREDA;Deputado Distrital;44567;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;GUSTAVO RENAN MIRANDA ALVES;GUSTAVO MIRANDA;Deputado Distrital;20777;PSC;Aguardando julgamento;PSC
Concorrendo;AUGUSTO BELLO DE SOUZA NETO;GUTO BELLO;Deputado Distrital;18012;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;HALINE DO CARMO ARAGAO;HALINE ARAGÃO;Deputado Distrital;18777;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;HAMSES GOMES DA SILVA;HAMSES GOMES;Deputado Distrital;36447;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;JOSE HEITOR DA SILVA CASTRO;HEITOR DO HOSPITAL;Deputado Distrital;11543;PP;Aguardando julgamento;PP
Concorrendo;HELDER CAMPANATE MARTINS;HELDER CAMPANATE;Deputado Distrital;90077;PROS;Aguardando julgamento;PROS
Concorrendo;SEBASTIAO HELIO DE LIMA;HÉLIO LIMA;Deputado Distrital;35288;PMB;Aguardando julgamento;RENOVA DF
Concorrendo;HELLEN CRISTHYAN CORREIA BOAVENTURA;HELLEN FRIDA;Deputado Distrital;13180;PT;Aguardando julgamento;PT
Concorrendo;HELTON MACIEL NOGUEIRA;HELTON MACIEL;Deputado Distrital;51391;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;HELTON LOPES MARQUES;HELTON MARQUES O PATRIOTA;Deputado Distrital;51999;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;JOSÉ HENRIQUE FRANÇA CAMPOS;HENRIQUE FRANÇA;Deputado Distrital;40010;PSB;Aguardando julgamento;PSB
Concorrendo;HENRIQUE NELSON DA CUNHA MESQUITA;HENRIQUE NELSON RODOVIARIO;Deputado Distrital;20001;PSC;Aguardando julgamento;PSC
Concorrendo;HENRIQUE DO ESPIRITO SANTO PASSOS;HENRIQUE PASSOS;Deputado Distrital;20015;PSC;Aguardando julgamento;PSC
Concorrendo;JOAO HERMETO DE OLIVEIRA NETO;HERMETO;Deputado Distrital;31190;PHS;Aguardando julgamento;PHS
Concorrendo;HUDSON QUINTANA LUCAS;HUDSON QUINTANA;Deputado Distrital;43433;PV;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;HUMBERTO BARRETO ALENCAR;"HUMBERTO ALENCAR ";Deputado Distrital;30700;NOVO;Aguardando julgamento;NOVO
Concorrendo;"HUMBERTO JOSE CARDOSO ";"HUMBERTO JOSE CARDOSO ";Deputado Distrital;22999;PR;Aguardando julgamento;PR
Concorrendo;IANE MAIARA SILVA DE ASSIS;IANE;Deputado Distrital;20444;PSC;Aguardando julgamento;PSC
Concorrendo;IARA FERNANDES DE OLIVEIRA;IARA;Deputado Distrital;20678;PSC;Aguardando julgamento;PSC
Concorrendo;IGOR BISPO DOS SANTOS;IGOR BISPO;Deputado Distrital;20800;PSC;Aguardando julgamento;PSC
Concorrendo;IGOR DANIN TOKARSKI;IGOR TOKARSKI;Deputado Distrital;40300;PSB;Aguardando julgamento;PSB
